,ElectionDate,PartyCode,PartyName,RaceCode,OfficeDesc,CountyCode,CountyName,Juris1num,Juris2num,Precincts,PrecinctsReporting,CanNameLast,CanNameFirst,CanNameMiddle,CanVotes,election_year,election_type,election_stage,election_type_OG,TotalCanVotes,MaxVotesInRace,Won,RaceVoterPool,TotalCanVotes_County,RaceVoterPool_County
3373,9/5/2006,REP,Republican,GOV,Governor,OKA,Okaloosa,999,999.0,52,52,St. Jean,Michael,W.,236,2006,General,primary,Primary,11458.0,630816.0,0,985986,236.0,31284
3374,9/5/2006,REP,Republican,GOV,Governor,OKE,Okeechobee,999,999.0,18,18,St. Jean,Michael,W.,21,2006,General,primary,Primary,11458.0,630816.0,0,985986,21.0,4645
3375,9/5/2006,REP,Republican,GOV,Governor,ORA,Orange,999,999.0,258,258,St. Jean,Michael,W.,408,2006,General,primary,Primary,11458.0,630816.0,0,985986,408.0,80766
3376,9/5/2006,REP,Republican,GOV,Governor,OSC,Osceola,999,999.0,96,96,St. Jean,Michael,W.,106,2006,General,primary,Primary,11458.0,630816.0,0,985986,106.0,14509
3377,9/5/2006,REP,Republican,GOV,Governor,PAL,Palm Beach,999,999.0,768,768,St. Jean,Michael,W.,415,2006,General,primary,Primary,11458.0,630816.0,0,985986,415.0,105591
3378,9/5/2006,REP,Republican,GOV,Governor,PAS,Pasco,999,999.0,153,153,St. Jean,Michael,W.,398,2006,General,primary,Primary,11458.0,630816.0,0,985986,398.0,46787
3379,9/5/2006,REP,Republican,GOV,Governor,PIN,Pinellas,999,999.0,376,376,St. Jean,Michael,W.,659,2006,General,primary,Primary,11458.0,630816.0,0,985986,659.0,113374
3380,9/5/2006,REP,Republican,GOV,Governor,POL,Polk,999,999.0,165,165,St. Jean,Michael,W.,307,2006,General,primary,Primary,11458.0,630816.0,0,985986,307.0,63338
3381,9/5/2006,REP,Republican,GOV,Governor,PUT,Putnam,999,999.0,55,55,St. Jean,Michael,W.,39,2006,General,primary,Primary,11458.0,630816.0,0,985986,39.0,9833
3382,9/5/2006,REP,Republican,GOV,Governor,SAN,Santa Rosa,999,999.0,40,40,St. Jean,Michael,W.,225,2006,General,primary,Primary,11458.0,630816.0,0,985986,225.0,22719
3383,9/5/2006,REP,Republican,GOV,Governor,SAR,Sarasota,999,999.0,157,157,St. Jean,Michael,W.,679,2006,General,primary,Primary,11458.0,630816.0,0,985986,679.0,55224
3384,9/5/2006,REP,Republican,GOV,Governor,SEM,Seminole,999,999.0,126,126,St. Jean,Michael,W.,244,2006,General,primary,Primary,11458.0,630816.0,0,985986,244.0,37386
3385,9/5/2006,REP,Republican,GOV,Governor,STJ,St. Johns,999,999.0,63,63,St. Jean,Michael,W.,198,2006,General,primary,Primary,11458.0,630816.0,0,985986,198.0,25203
3386,9/5/2006,REP,Republican,GOV,Governor,STL,St. Lucie,999,999.0,79,79,St. Jean,Michael,W.,164,2006,General,primary,Primary,11458.0,630816.0,0,985986,164.0,21731
3387,9/5/2006,REP,Republican,GOV,Governor,SUM,Sumter,999,999.0,39,39,St. Jean,Michael,W.,74,2006,General,primary,Primary,11458.0,630816.0,0,985986,74.0,11301
3388,9/5/2006,REP,Republican,GOV,Governor,SUW,Suwannee,999,999.0,16,16,St. Jean,Michael,W.,36,2006,General,primary,Primary,11458.0,630816.0,0,985986,36.0,6053
3389,9/5/2006,REP,Republican,GOV,Governor,TAY,Taylor,999,999.0,14,14,St. Jean,Michael,W.,22,2006,General,primary,Primary,11458.0,630816.0,0,985986,22.0,4343
3390,9/5/2006,REP,Republican,GOV,Governor,UNI,Union,999,999.0,11,11,St. Jean,Michael,W.,3,2006,General,primary,Primary,11458.0,630816.0,0,985986,3.0,1912
3391,9/5/2006,REP,Republican,GOV,Governor,VOL,Volusia,999,999.0,179,179,St. Jean,Michael,W.,260,2006,General,primary,Primary,11458.0,630816.0,0,985986,260.0,47004
3392,9/5/2006,REP,Republican,GOV,Governor,WAK,Wakulla,999,999.0,12,12,St. Jean,Michael,W.,22,2006,General,primary,Primary,11458.0,630816.0,0,985986,22.0,5530
3393,9/5/2006,REP,Republican,GOV,Governor,WAL,Walton,999,999.0,33,33,St. Jean,Michael,W.,50,2006,General,primary,Primary,11458.0,630816.0,0,985986,50.0,7849
3394,9/5/2006,REP,Republican,GOV,Governor,WAS,Washington,999,999.0,20,20,St. Jean,Michael,W.,16,2006,General,primary,Primary,11458.0,630816.0,0,985986,16.0,4526
3395,9/5/2006,REP,Republican,CFO,Chief Financial Officer,ALA,Alachua,999,999.0,69,69,Bauguess,Milt,,609,2006,General,primary,Primary,56128.0,509620.0,0,891256,609.0,8469
3396,9/5/2006,REP,Republican,CFO,Chief Financial Officer,BAK,Baker,999,999.0,9,9,Bauguess,Milt,,45,2006,General,primary,Primary,56128.0,509620.0,0,891256,45.0,975
3397,9/5/2006,REP,Republican,CFO,Chief Financial Officer,BAY,Bay,999,999.0,55,55,Bauguess,Milt,,761,2006,General,primary,Primary,56128.0,509620.0,0,891256,761.0,16780
3398,9/5/2006,REP,Republican,CFO,Chief Financial Officer,BRA,Bradford,999,999.0,21,21,Bauguess,Milt,,69,2006,General,primary,Primary,56128.0,509620.0,0,891256,69.0,1325
3399,9/5/2006,REP,Republican,CFO,Chief Financial Officer,BRE,Brevard,999,999.0,223,223,Bauguess,Milt,,2275,2006,General,primary,Primary,56128.0,509620.0,0,891256,2275.0,36617
3400,9/5/2006,REP,Republican,CFO,Chief Financial Officer,BRO,Broward,999,999.0,773,773,Bauguess,Milt,,3254,2006,General,primary,Primary,56128.0,509620.0,0,891256,3254.0,28519
3401,9/5/2006,REP,Republican,CFO,Chief Financial Officer,CAL,Calhoun,999,999.0,14,14,Bauguess,Milt,,24,2006,General,primary,Primary,56128.0,509620.0,0,891256,24.0,294
3402,9/5/2006,REP,Republican,CFO,Chief Financial Officer,CHA,Charlotte,999,999.0,80,80,Bauguess,Milt,,686,2006,General,primary,Primary,56128.0,509620.0,0,891256,686.0,10549
3403,9/5/2006,REP,Republican,CFO,Chief Financial Officer,CIT,Citrus,999,999.0,41,41,Bauguess,Milt,,749,2006,General,primary,Primary,56128.0,509620.0,0,891256,749.0,11120
3404,9/5/2006,REP,Republican,CFO,Chief Financial Officer,CLA,Clay,999,999.0,62,62,Bauguess,Milt,,866,2006,General,primary,Primary,56128.0,509620.0,0,891256,866.0,16388
3405,9/5/2006,REP,Republican,CFO,Chief Financial Officer,CLL,Collier,999,999.0,94,94,Bauguess,Milt,,1052,2006,General,primary,Primary,56128.0,509620.0,0,891256,1052.0,19578
3406,9/5/2006,REP,Republican,CFO,Chief Financial Officer,CLM,Columbia,999,999.0,25,25,Bauguess,Milt,,223,2006,General,primary,Primary,56128.0,509620.0,0,891256,223.0,2965
3407,9/5/2006,REP,Republican,CFO,Chief Financial Officer,DES,DeSoto,999,999.0,15,15,Bauguess,Milt,,69,2006,General,primary,Primary,56128.0,509620.0,0,891256,69.0,858
3408,9/5/2006,REP,Republican,CFO,Chief Financial Officer,DIX,Dixie,999,999.0,10,10,Bauguess,Milt,,48,2006,General,primary,Primary,56128.0,509620.0,0,891256,48.0,340
3409,9/5/2006,REP,Republican,CFO,Chief Financial Officer,DUV,Duval,999,999.0,285,285,Bauguess,Milt,,2018,2006,General,primary,Primary,56128.0,509620.0,0,891256,2018.0,43262
3410,9/5/2006,REP,Republican,CFO,Chief Financial Officer,ESC,Escambia,999,999.0,90,90,Bauguess,Milt,,1533,2006,General,primary,Primary,56128.0,509620.0,0,891256,1533.0,25875
3411,9/5/2006,REP,Republican,CFO,Chief Financial Officer,FLA,Flagler,999,999.0,36,36,Bauguess,Milt,,402,2006,General,primary,Primary,56128.0,509620.0,0,891256,402.0,5604
3412,9/5/2006,REP,Republican,CFO,Chief Financial Officer,FRA,Franklin,999,999.0,8,8,Bauguess,Milt,,45,2006,General,primary,Primary,56128.0,509620.0,0,891256,45.0,408
3413,9/5/2006,REP,Republican,CFO,Chief Financial Officer,GAD,Gadsden,999,999.0,27,27,Bauguess,Milt,,87,2006,General,primary,Primary,56128.0,509620.0,0,891256,87.0,760
3414,9/5/2006,REP,Republican,CFO,Chief Financial Officer,GIL,Gilchrist,999,999.0,10,10,Bauguess,Milt,,91,2006,General,primary,Primary,56128.0,509620.0,0,891256,91.0,1039
3415,9/5/2006,REP,Republican,CFO,Chief Financial Officer,GLA,Glades,999,999.0,13,13,Bauguess,Milt,,23,2006,General,primary,Primary,56128.0,509620.0,0,891256,23.0,301
3416,9/5/2006,REP,Republican,CFO,Chief Financial Officer,GUL,Gulf,999,999.0,14,14,Bauguess,Milt,,74,2006,General,primary,Primary,56128.0,509620.0,0,891256,74.0,962
3417,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HAM,Hamilton,999,999.0,8,8,Bauguess,Milt,,34,2006,General,primary,Primary,56128.0,509620.0,0,891256,34.0,385
3418,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HAR,Hardee,999,999.0,12,12,Bauguess,Milt,,28,2006,General,primary,Primary,56128.0,509620.0,0,891256,28.0,763
3419,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HEN,Hendry,999,999.0,23,23,Bauguess,Milt,,54,2006,General,primary,Primary,56128.0,509620.0,0,891256,54.0,926
3420,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HER,Hernando,999,999.0,56,56,Bauguess,Milt,,968,2006,General,primary,Primary,56128.0,509620.0,0,891256,968.0,12460
3421,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HIG,Highlands,999,999.0,26,26,Bauguess,Milt,,383,2006,General,primary,Primary,56128.0,509620.0,0,891256,383.0,6572
3422,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HIL,Hillsborough,999,999.0,361,361,Bauguess,Milt,,2137,2006,General,primary,Primary,56128.0,509620.0,0,891256,2137.0,55523
3423,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HOL,Holmes,999,999.0,10,10,Bauguess,Milt,,44,2006,General,primary,Primary,56128.0,509620.0,0,891256,44.0,630
3424,9/5/2006,REP,Republican,CFO,Chief Financial Officer,IND,Indian River,999,999.0,54,54,Bauguess,Milt,,545,2006,General,primary,Primary,56128.0,509620.0,0,891256,545.0,12130
3425,9/5/2006,REP,Republican,CFO,Chief Financial Officer,JAC,Jackson,999,999.0,25,25,Bauguess,Milt,,85,2006,General,primary,Primary,56128.0,509620.0,0,891256,85.0,1803
3426,9/5/2006,REP,Republican,CFO,Chief Financial Officer,JEF,Jefferson,999,999.0,15,15,Bauguess,Milt,,65,2006,General,primary,Primary,56128.0,509620.0,0,891256,65.0,565
3427,9/5/2006,REP,Republican,CFO,Chief Financial Officer,LAF,Lafayette,999,999.0,5,5,Bauguess,Milt,,16,2006,General,primary,Primary,56128.0,509620.0,0,891256,16.0,277
3428,9/5/2006,REP,Republican,CFO,Chief Financial Officer,LAK,Lake,999,999.0,102,102,Bauguess,Milt,,1105,2006,General,primary,Primary,56128.0,509620.0,0,891256,1105.0,22365
3429,9/5/2006,REP,Republican,CFO,Chief Financial Officer,LEE,Lee,999,999.0,171,171,Bauguess,Milt,,1928,2006,General,primary,Primary,56128.0,509620.0,0,891256,1928.0,33439
3430,9/5/2006,REP,Republican,CFO,Chief Financial Officer,LEO,Leon,999,999.0,174,174,Bauguess,Milt,,2104,2006,General,primary,Primary,56128.0,509620.0,0,891256,2104.0,14906
3431,9/5/2006,REP,Republican,CFO,Chief Financial Officer,LEV,Levy,999,999.0,20,20,Bauguess,Milt,,152,2006,General,primary,Primary,56128.0,509620.0,0,891256,152.0,1651
3432,9/5/2006,REP,Republican,CFO,Chief Financial Officer,LIB,Liberty,999,999.0,8,8,Bauguess,Milt,,10,2006,General,primary,Primary,56128.0,509620.0,0,891256,10.0,141
3433,9/5/2006,REP,Republican,CFO,Chief Financial Officer,MAD,Madison,999,999.0,11,11,Bauguess,Milt,,48,2006,General,primary,Primary,56128.0,509620.0,0,891256,48.0,409
3434,9/5/2006,REP,Republican,CFO,Chief Financial Officer,MAN,Manatee,999,999.0,137,137,Bauguess,Milt,,1420,2006,General,primary,Primary,56128.0,509620.0,0,891256,1420.0,23546
3435,9/5/2006,REP,Republican,CFO,Chief Financial Officer,MRN,Marion,999,999.0,151,151,Bauguess,Milt,,1316,2006,General,primary,Primary,56128.0,509620.0,0,891256,1316.0,21013
3436,9/5/2006,REP,Republican,CFO,Chief Financial Officer,MRT,Martin,999,999.0,53,53,Bauguess,Milt,,839,2006,General,primary,Primary,56128.0,509620.0,0,891256,839.0,11647
3437,9/5/2006,REP,Republican,CFO,Chief Financial Officer,DAD,Miami_Dade,999,999.0,767,767,Bauguess,Milt,,5224,2006,General,primary,Primary,56128.0,509620.0,0,891256,5224.0,63855
3438,9/5/2006,REP,Republican,CFO,Chief Financial Officer,MON,Monroe,999,999.0,33,33,Bauguess,Milt,,435,2006,General,primary,Primary,56128.0,509620.0,0,891256,435.0,4426
3439,9/5/2006,REP,Republican,CFO,Chief Financial Officer,NAS,Nassau,999,999.0,21,21,Bauguess,Milt,,557,2006,General,primary,Primary,56128.0,509620.0,0,891256,557.0,6860
3440,9/5/2006,REP,Republican,CFO,Chief Financial Officer,OKA,Okaloosa,999,999.0,52,52,Bauguess,Milt,,1846,2006,General,primary,Primary,56128.0,509620.0,0,891256,1846.0,22193
3441,9/5/2006,REP,Republican,CFO,Chief Financial Officer,OKE,Okeechobee,999,999.0,18,18,Bauguess,Milt,,94,2006,General,primary,Primary,56128.0,509620.0,0,891256,94.0,1397
3442,9/5/2006,REP,Republican,CFO,Chief Financial Officer,ORA,Orange,999,999.0,258,258,Bauguess,Milt,,1710,2006,General,primary,Primary,56128.0,509620.0,0,891256,1710.0,41824
3443,9/5/2006,REP,Republican,CFO,Chief Financial Officer,OSC,Osceola,999,999.0,96,96,Bauguess,Milt,,315,2006,General,primary,Primary,56128.0,509620.0,0,891256,315.0,7795
3444,9/5/2006,REP,Republican,CFO,Chief Financial Officer,PAL,Palm Beach,999,999.0,768,768,Bauguess,Milt,,2095,2006,General,primary,Primary,56128.0,509620.0,0,891256,2095.0,34237
3445,9/5/2006,REP,Republican,CFO,Chief Financial Officer,PAS,Pasco,999,999.0,153,153,Bauguess,Milt,,1835,2006,General,primary,Primary,56128.0,509620.0,0,891256,1835.0,25737
3446,9/5/2006,REP,Republican,CFO,Chief Financial Officer,PIN,Pinellas,999,999.0,376,376,Bauguess,Milt,,3957,2006,General,primary,Primary,56128.0,509620.0,0,891256,3957.0,59038
3447,9/5/2006,REP,Republican,CFO,Chief Financial Officer,POL,Polk,999,999.0,165,165,Bauguess,Milt,,1346,2006,General,primary,Primary,56128.0,509620.0,0,891256,1346.0,33508
3448,9/5/2006,REP,Republican,CFO,Chief Financial Officer,PUT,Putnam,999,999.0,55,55,Bauguess,Milt,,180,2006,General,primary,Primary,56128.0,509620.0,0,891256,180.0,3040
3449,9/5/2006,REP,Republican,CFO,Chief Financial Officer,SAN,Santa Rosa,999,999.0,40,40,Bauguess,Milt,,1078,2006,General,primary,Primary,56128.0,509620.0,0,891256,1078.0,14946
3450,9/5/2006,REP,Republican,CFO,Chief Financial Officer,SAR,Sarasota,999,999.0,157,157,Bauguess,Milt,,1962,2006,General,primary,Primary,56128.0,509620.0,0,891256,1962.0,29510
3451,9/5/2006,REP,Republican,CFO,Chief Financial Officer,SEM,Seminole,999,999.0,126,126,Bauguess,Milt,,1112,2006,General,primary,Primary,56128.0,509620.0,0,891256,1112.0,23478
3452,9/5/2006,REP,Republican,CFO,Chief Financial Officer,STJ,St. Johns,999,999.0,63,63,Bauguess,Milt,,911,2006,General,primary,Primary,56128.0,509620.0,0,891256,911.0,17106
3453,9/5/2006,REP,Republican,CFO,Chief Financial Officer,STL,St. Lucie,999,999.0,79,79,Bauguess,Milt,,711,2006,General,primary,Primary,56128.0,509620.0,0,891256,711.0,10216
3454,9/5/2006,REP,Republican,CFO,Chief Financial Officer,SUM,Sumter,999,999.0,39,39,Bauguess,Milt,,368,2006,General,primary,Primary,56128.0,509620.0,0,891256,368.0,6253
3455,9/5/2006,REP,Republican,CFO,Chief Financial Officer,SUW,Suwannee,999,999.0,16,16,Bauguess,Milt,,152,2006,General,primary,Primary,56128.0,509620.0,0,891256,152.0,1773
3456,9/5/2006,REP,Republican,CFO,Chief Financial Officer,TAY,Taylor,999,999.0,14,14,Bauguess,Milt,,70,2006,General,primary,Primary,56128.0,509620.0,0,891256,70.0,800
3457,9/5/2006,REP,Republican,CFO,Chief Financial Officer,UNI,Union,999,999.0,11,11,Bauguess,Milt,,25,2006,General,primary,Primary,56128.0,509620.0,0,891256,25.0,349
3458,9/5/2006,REP,Republican,CFO,Chief Financial Officer,VOL,Volusia,999,999.0,179,179,Bauguess,Milt,,1425,2006,General,primary,Primary,56128.0,509620.0,0,891256,1425.0,21966
3459,9/5/2006,REP,Republican,CFO,Chief Financial Officer,WAK,Wakulla,999,999.0,12,12,Bauguess,Milt,,125,2006,General,primary,Primary,56128.0,509620.0,0,891256,125.0,1108
3460,9/5/2006,REP,Republican,CFO,Chief Financial Officer,WAL,Walton,999,999.0,33,33,Bauguess,Milt,,239,2006,General,primary,Primary,56128.0,509620.0,0,891256,239.0,4557
3461,9/5/2006,REP,Republican,CFO,Chief Financial Officer,WAS,Washington,999,999.0,20,20,Bauguess,Milt,,72,2006,General,primary,Primary,56128.0,509620.0,0,891256,72.0,1145
3462,9/5/2006,REP,Republican,CFO,Chief Financial Officer,ALA,Alachua,999,999.0,69,69,Johnson,Randy,,4009,2006,General,primary,Primary,325508.0,509620.0,0,891256,4009.0,8469
3463,9/5/2006,REP,Republican,CFO,Chief Financial Officer,BAK,Baker,999,999.0,9,9,Johnson,Randy,,355,2006,General,primary,Primary,325508.0,509620.0,0,891256,355.0,975
3464,9/5/2006,REP,Republican,CFO,Chief Financial Officer,BAY,Bay,999,999.0,55,55,Johnson,Randy,,5722,2006,General,primary,Primary,325508.0,509620.0,0,891256,5722.0,16780
3465,9/5/2006,REP,Republican,CFO,Chief Financial Officer,BRA,Bradford,999,999.0,21,21,Johnson,Randy,,470,2006,General,primary,Primary,325508.0,509620.0,0,891256,470.0,1325
3466,9/5/2006,REP,Republican,CFO,Chief Financial Officer,BRE,Brevard,999,999.0,223,223,Johnson,Randy,,15817,2006,General,primary,Primary,325508.0,509620.0,0,891256,15817.0,36617
3467,9/5/2006,REP,Republican,CFO,Chief Financial Officer,BRO,Broward,999,999.0,773,773,Johnson,Randy,,13950,2006,General,primary,Primary,325508.0,509620.0,0,891256,13950.0,28519
3468,9/5/2006,REP,Republican,CFO,Chief Financial Officer,CAL,Calhoun,999,999.0,14,14,Johnson,Randy,,114,2006,General,primary,Primary,325508.0,509620.0,0,891256,114.0,294
3469,9/5/2006,REP,Republican,CFO,Chief Financial Officer,CHA,Charlotte,999,999.0,80,80,Johnson,Randy,,3746,2006,General,primary,Primary,325508.0,509620.0,0,891256,3746.0,10549
3470,9/5/2006,REP,Republican,CFO,Chief Financial Officer,CIT,Citrus,999,999.0,41,41,Johnson,Randy,,3484,2006,General,primary,Primary,325508.0,509620.0,0,891256,3484.0,11120
3471,9/5/2006,REP,Republican,CFO,Chief Financial Officer,CLA,Clay,999,999.0,62,62,Johnson,Randy,,6000,2006,General,primary,Primary,325508.0,509620.0,0,891256,6000.0,16388
3472,9/5/2006,REP,Republican,CFO,Chief Financial Officer,CLL,Collier,999,999.0,94,94,Johnson,Randy,,8468,2006,General,primary,Primary,325508.0,509620.0,0,891256,8468.0,19578
3473,9/5/2006,REP,Republican,CFO,Chief Financial Officer,CLM,Columbia,999,999.0,25,25,Johnson,Randy,,1213,2006,General,primary,Primary,325508.0,509620.0,0,891256,1213.0,2965
3474,9/5/2006,REP,Republican,CFO,Chief Financial Officer,DES,DeSoto,999,999.0,15,15,Johnson,Randy,,274,2006,General,primary,Primary,325508.0,509620.0,0,891256,274.0,858
3475,9/5/2006,REP,Republican,CFO,Chief Financial Officer,DIX,Dixie,999,999.0,10,10,Johnson,Randy,,191,2006,General,primary,Primary,325508.0,509620.0,0,891256,191.0,340
3476,9/5/2006,REP,Republican,CFO,Chief Financial Officer,DUV,Duval,999,999.0,285,285,Johnson,Randy,,16039,2006,General,primary,Primary,325508.0,509620.0,0,891256,16039.0,43262
3477,9/5/2006,REP,Republican,CFO,Chief Financial Officer,ESC,Escambia,999,999.0,90,90,Johnson,Randy,,8840,2006,General,primary,Primary,325508.0,509620.0,0,891256,8840.0,25875
3478,9/5/2006,REP,Republican,CFO,Chief Financial Officer,FLA,Flagler,999,999.0,36,36,Johnson,Randy,,1792,2006,General,primary,Primary,325508.0,509620.0,0,891256,1792.0,5604
3479,9/5/2006,REP,Republican,CFO,Chief Financial Officer,FRA,Franklin,999,999.0,8,8,Johnson,Randy,,163,2006,General,primary,Primary,325508.0,509620.0,0,891256,163.0,408
3480,9/5/2006,REP,Republican,CFO,Chief Financial Officer,GAD,Gadsden,999,999.0,27,27,Johnson,Randy,,383,2006,General,primary,Primary,325508.0,509620.0,0,891256,383.0,760
3481,9/5/2006,REP,Republican,CFO,Chief Financial Officer,GIL,Gilchrist,999,999.0,10,10,Johnson,Randy,,528,2006,General,primary,Primary,325508.0,509620.0,0,891256,528.0,1039
3482,9/5/2006,REP,Republican,CFO,Chief Financial Officer,GLA,Glades,999,999.0,13,13,Johnson,Randy,,97,2006,General,primary,Primary,325508.0,509620.0,0,891256,97.0,301
3483,9/5/2006,REP,Republican,CFO,Chief Financial Officer,GUL,Gulf,999,999.0,14,14,Johnson,Randy,,318,2006,General,primary,Primary,325508.0,509620.0,0,891256,318.0,962
3484,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HAM,Hamilton,999,999.0,8,8,Johnson,Randy,,217,2006,General,primary,Primary,325508.0,509620.0,0,891256,217.0,385
3485,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HAR,Hardee,999,999.0,12,12,Johnson,Randy,,216,2006,General,primary,Primary,325508.0,509620.0,0,891256,216.0,763
3486,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HEN,Hendry,999,999.0,23,23,Johnson,Randy,,292,2006,General,primary,Primary,325508.0,509620.0,0,891256,292.0,926
3487,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HER,Hernando,999,999.0,56,56,Johnson,Randy,,3714,2006,General,primary,Primary,325508.0,509620.0,0,891256,3714.0,12460
3488,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HIG,Highlands,999,999.0,26,26,Johnson,Randy,,1867,2006,General,primary,Primary,325508.0,509620.0,0,891256,1867.0,6572
3489,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HIL,Hillsborough,999,999.0,361,361,Johnson,Randy,,12888,2006,General,primary,Primary,325508.0,509620.0,0,891256,12888.0,55523
3490,9/5/2006,REP,Republican,CFO,Chief Financial Officer,HOL,Holmes,999,999.0,10,10,Johnson,Randy,,232,2006,General,primary,Primary,325508.0,509620.0,0,891256,232.0,630
3491,9/5/2006,REP,Republican,CFO,Chief Financial Officer,IND,Indian River,999,999.0,54,54,Johnson,Randy,,3699,2006,General,primary,Primary,325508.0,509620.0,0,891256,3699.0,12130
3492,9/5/2006,REP,Republican,CFO,Chief Financial Officer,JAC,Jackson,999,999.0,25,25,Johnson,Randy,,766,2006,General,primary,Primary,325508.0,509620.0,0,891256,766.0,1803
3493,9/5/2006,REP,Republican,CFO,Chief Financial Officer,JEF,Jefferson,999,999.0,15,15,Johnson,Randy,,243,2006,General,primary,Primary,325508.0,509620.0,0,891256,243.0,565
3494,9/5/2006,REP,Republican,CFO,Chief Financial Officer,LAF,Lafayette,999,999.0,5,5,Johnson,Randy,,152,2006,General,primary,Primary,325508.0,509620.0,0,891256,152.0,277
3495,9/5/2006,REP,Republican,CFO,Chief Financial Officer,LAK,Lake,999,999.0,102,102,Johnson,Randy,,9313,2006,General,primary,Primary,325508.0,509620.0,0,891256,9313.0,22365
3496,9/5/2006,REP,Republican,CFO,Chief Financial Officer,LEE,Lee,999,999.0,171,171,Johnson,Randy,,11393,2006,General,primary,Primary,325508.0,509620.0,0,891256,11393.0,33439
3497,9/5/2006,REP,Republican,CFO,Chief Financial Officer,LEO,Leon,999,999.0,174,174,Johnson,Randy,,6844,2006,General,primary,Primary,325508.0,509620.0,0,891256,6844.0,14906
3498,9/5/2006,REP,Republican,CFO,Chief Financial Officer,LEV,Levy,999,999.0,20,20,Johnson,Randy,,951,2006,General,primary,Primary,325508.0,509620.0,0,891256,951.0,1651
3499,9/5/2006,REP,Republican,CFO,Chief Financial Officer,LIB,Liberty,999,999.0,8,8,Johnson,Randy,,77,2006,General,primary,Primary,325508.0,509620.0,0,891256,77.0,141
3500,9/5/2006,REP,Republican,CFO,Chief Financial Officer,MAD,Madison,999,999.0,11,11,Johnson,Randy,,208,2006,General,primary,Primary,325508.0,509620.0,0,891256,208.0,409
3501,9/5/2006,REP,Republican,CFO,Chief Financial Officer,MAN,Manatee,999,999.0,137,137,Johnson,Randy,,6244,2006,General,primary,Primary,325508.0,509620.0,0,891256,6244.0,23546
3502,9/5/2006,REP,Republican,CFO,Chief Financial Officer,MRN,Marion,999,999.0,151,151,Johnson,Randy,,8715,2006,General,primary,Primary,325508.0,509620.0,0,891256,8715.0,21013
3503,9/5/2006,REP,Republican,CFO,Chief Financial Officer,MRT,Martin,999,999.0,53,53,Johnson,Randy,,4150,2006,General,primary,Primary,325508.0,509620.0,0,891256,4150.0,11647
3504,9/5/2006,REP,Republican,CFO,Chief Financial Officer,DAD,Miami_Dade,999,999.0,767,767,Johnson,Randy,,29448,2006,General,primary,Primary,325508.0,509620.0,0,891256,29448.0,63855
3505,9/5/2006,REP,Republican,CFO,Chief Financial Officer,MON,Monroe,999,999.0,33,33,Johnson,Randy,,2228,2006,General,primary,Primary,325508.0,509620.0,0,891256,2228.0,4426
3506,9/5/2006,REP,Republican,CFO,Chief Financial Officer,NAS,Nassau,999,999.0,21,21,Johnson,Randy,,1950,2006,General,primary,Primary,325508.0,509620.0,0,891256,1950.0,6860
3507,9/5/2006,REP,Republican,CFO,Chief Financial Officer,OKA,Okaloosa,999,999.0,52,52,Johnson,Randy,,8190,2006,General,primary,Primary,325508.0,509620.0,0,891256,8190.0,22193
3508,9/5/2006,REP,Republican,CFO,Chief Financial Officer,OKE,Okeechobee,999,999.0,18,18,Johnson,Randy,,503,2006,General,primary,Primary,325508.0,509620.0,0,891256,503.0,1397
3509,9/5/2006,REP,Republican,CFO,Chief Financial Officer,ORA,Orange,999,999.0,258,258,Johnson,Randy,,18548,2006,General,primary,Primary,325508.0,509620.0,0,891256,18548.0,41824
3510,9/5/2006,REP,Republican,CFO,Chief Financial Officer,OSC,Osceola,999,999.0,96,96,Johnson,Randy,,4115,2006,General,primary,Primary,325508.0,509620.0,0,891256,4115.0,7795
3511,9/5/2006,REP,Republican,CFO,Chief Financial Officer,PAL,Palm Beach,999,999.0,768,768,Johnson,Randy,,12200,2006,General,primary,Primary,325508.0,509620.0,0,891256,12200.0,34237
3512,9/5/2006,REP,Republican,CFO,Chief Financial Officer,PAS,Pasco,999,999.0,153,153,Johnson,Randy,,7376,2006,General,primary,Primary,325508.0,509620.0,0,891256,7376.0,25737
3513,9/5/2006,REP,Republican,CFO,Chief Financial Officer,PIN,Pinellas,999,999.0,376,376,Johnson,Randy,,17849,2006,General,primary,Primary,325508.0,509620.0,0,891256,17849.0,59038
3514,9/5/2006,REP,Republican,CFO,Chief Financial Officer,POL,Polk,999,999.0,165,165,Johnson,Randy,,10476,2006,General,primary,Primary,325508.0,509620.0,0,891256,10476.0,33508
3515,9/5/2006,REP,Republican,CFO,Chief Financial Officer,PUT,Putnam,999,999.0,55,55,Johnson,Randy,,1047,2006,General,primary,Primary,325508.0,509620.0,0,891256,1047.0,3040
